Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2023-00897,2023-02-12,2023-02-19,Same Day,CG-70874,Customer 213,Consumer,Pennsylvania City,Pennsylvania,East,FUR-9793,Furniture,Bookcases,Sauder Classic Bookcase,774.86,2,0.0,-38.29
CA-2023-00898,2023-06-21,2023-06-23,Standard Class,CG-72624,Customer 253,Corporate,Oregon City,Oregon,West,FUR-4215,Office Supplies,Pens,Sanford Accent,269.77,6,0.3,89.19
CA-2021-00899,2021-09-15,2021-09-17,Standard Class,CG-42739,Customer 116,Consumer,Pennsylvania City,Pennsylvania,East,FUR-5106,Technology,Phones,Samsung Convoy,1467.63,2,0.2,438.99
CA-2022-00900,2022-01-14,2022-01-20,Second Class,CG-52984,Customer 217,Home Office,Ohio City,Ohio,Central,FUR-7140,Office Supplies,Fasteners,Staples Jumbo,387.14,9,0.2,93.67
CA-2021-00901,2021-10-25,2021-10-30,Second Class,CG-31218,Customer 204,Home Office,Nevada City,Nevada,West,FUR-6284,Furniture,Tables,Bretford CR4500,214.35,1,0.0,59.14
CA-2021-00902,2021-01-24,2021-01-29,Standard Class,CG-46609,Customer 336,Corporate,Tennessee City,Tennessee,South,FUR-9429,Furniture,Furnishings,Tenex B1-RE24,1306.4,4,0.2,190.27
CA-2022-00903,2022-11-22,2022-11-25,First Class,CG-18272,Customer 401,Corporate,Virginia City,Virginia,East,FUR-6987,Office Supplies,Envelopes,Staples #10,362.54,8,0.3,88.27
CA-2023-00904,2023-05-24,2023-05-30,First Class,CG-50243,Customer 232,Consumer,Arizona City,Arizona,West,FUR-8146,Furniture,Tables,Lesro Sheffield,320.27,2,0.2,-13.82
CA-2021-00905,2021-06-19,2021-06-26,First Class,CG-78888,Customer 308,Home Office,Massachusetts City,Massachusetts,East,FUR-3486,Furniture,Tables,Barricks Manufacturing,2195.78,4,0.1,505.11
CA-2023-00906,2023-12-23,2023-12-28,Second Class,CG-93218,Customer 325,Corporate,Arizona City,Arizona,West,FUR-4707,Technology,Accessories,Kensington SmartFit,3300.75,9,0.0,-181.34
CA-2021-00907,2021-11-08,2021-11-13,Same Day,CG-52194,Customer 70,Corporate,Georgia City,Georgia,South,FUR-5915,Furniture,Furnishings,Tenex B1-RE24,2890.02,7,0.4,873.32
CA-2021-00908,2021-01-01,2021-01-02,Same Day,CG-28389,Customer 74,Home Office,Indiana City,Indiana,Central,FUR-8879,Office Supplies,Paper,Southworth 25%,595.5,10,0.0,-43.68
CA-2021-00909,2021-11-25,2021-12-02,First Class,CG-28407,Customer 458,Consumer,Massachusetts City,Massachusetts,East,FUR-7577,Technology,Copiers,Canon imageCLASS,2753.59,10,0.3,-187.96
CA-2021-00910,2021-09-10,2021-09-16,Same Day,CG-40432,Customer 339,Corporate,Pennsylvania City,Pennsylvania,East,FUR-8180,Furniture,Bookcases,O Sullivan 5-Shelf,418.38,1,0.2,56.86
CA-2022-00911,2022-09-04,2022-09-11,Standard Class,CG-60004,Customer 430,Home Office,Arizona City,Arizona,West,FUR-5185,Technology,Copiers,Hewlett Packard 300,1512.32,2,0.3,444.4
CA-2021-00912,2021-08-20,2021-08-26,First Class,CG-41626,Customer 446,Home Office,Tennessee City,Tennessee,South,FUR-9102,Furniture,Furnishings,Tenex B1-RE24,1807.08,4,0.0,630.53
CA-2023-00913,2023-06-05,2023-06-09,Standard Class,CG-11694,Customer 52,Corporate,California City,California,West,FUR-8955,Technology,Machines,Canon PC1060,3807.58,9,0.2,1303.67
CA-2022-00914,2022-05-13,2022-05-18,Same Day,CG-89511,Customer 266,Home Office,Georgia City,Georgia,South,FUR-7268,Office Supplies,Fasteners,Boston Office 1000,89.8,2,0.5,13.68
CA-2021-00915,2021-03-28,2021-04-02,Standard Class,CG-55521,Customer 332,Home Office,Arizona City,Arizona,West,FUR-8212,Furniture,Chairs,Hon 5400 Series,841.06,4,0.4,224.46
CA-2023-00916,2023-08-02,2023-08-07,First Class,CG-22950,Customer 150,Home Office,Nevada City,Nevada,West,FUR-7752,Technology,Copiers,Lexmark MX611,416.04,1,0.0,-37.08
CA-2021-00917,2021-02-28,2021-03-06,First Class,CG-31049,Customer 108,Corporate,North Carolina City,North Carolina,South,FUR-9966,Technology,Machines,Canon PC1060,1906.52,4,0.0,87.76
CA-2022-00918,2022-10-22,2022-10-28,First Class,CG-23277,Customer 469,Consumer,North Carolina City,North Carolina,South,FUR-2481,Office Supplies,Envelopes,Wausau Papers,223.51,6,0.1,9.49
CA-2023-00919,2023-04-12,2023-04-15,Second Class,CG-32091,Customer 166,Corporate,Georgia City,Georgia,South,FUR-1260,Furniture,Bookcases,Bush Westfield,1376.48,8,0.5,417.21
CA-2021-00920,2021-08-17,2021-08-19,Standard Class,CG-88377,Customer 469,Home Office,Indiana City,Indiana,Central,FUR-7629,Technology,Machines,Sharp AL-1530,3401.19,9,0.0,-36.12
CA-2022-00921,2022-06-24,2022-06-26,Standard Class,CG-52445,Customer 116,Corporate,Indiana City,Indiana,Central,FUR-8250,Office Supplies,Paper,Hammermill CopyPlus,125.41,2,0.2,22.08
CA-2021-00922,2021-03-25,2021-03-27,Second Class,CG-29054,Customer 7,Consumer,Virginia City,Virginia,East,FUR-5862,Office Supplies,Paper,Southworth 25%,120.24,4,0.1,11.8
CA-2022-00923,2022-05-15,2022-05-16,Same Day,CG-44274,Customer 362,Corporate,Tennessee City,Tennessee,South,FUR-6963,Technology,Accessories,Logitech G700s,1886.22,3,0.4,343.79
CA-2022-00924,2022-06-24,2022-06-28,Second Class,CG-80552,Customer 297,Consumer,Ohio City,Ohio,Central,FUR-3109,Office Supplies,Labels,Fellowes Binding,173.72,2,0.0,7.77
CA-2021-00925,2021-07-17,2021-07-24,Standard Class,CG-70324,Customer 317,Corporate,Alabama City,Alabama,South,FUR-8174,Furniture,Tables,Barricks Manufacturing,3096.79,6,0.1,338.72
CA-2023-00926,2023-10-16,2023-10-21,Second Class,CG-18359,Customer 350,Consumer,Florida City,Florida,South,FUR-6806,Furniture,Furnishings,Eldon Expressions,342.45,1,0.5,99.45
CA-2021-00927,2021-05-14,2021-05-20,Second Class,CG-96743,Customer 232,Corporate,Indiana City,Indiana,Central,FUR-6076,Technology,Phones,Samsung Convoy,6908.1,10,0.0,2374.96
CA-2022-00928,2022-09-16,2022-09-19,Standard Class,CG-56969,Customer 301,Home Office,New Jersey City,New Jersey,East,FUR-2960,Office Supplies,Paper,Southworth 25%,385.8,10,0.0,129.98
CA-2021-00929,2021-05-26,2021-05-31,Standard Class,CG-95119,Customer 476,Corporate,Arizona City,Arizona,West,FUR-9109,Technology,Accessories,Kensington SmartFit,1795.2,4,0.0,495.62
CA-2021-00930,2021-09-02,2021-09-05,Second Class,CG-22564,Customer 160,Corporate,California City,California,West,FUR-6818,Technology,Copiers,Canon imageCLASS,6274.94,7,0.0,1764.95
CA-2021-00931,2021-12-30,2022-01-05,Standard Class,CG-54527,Customer 232,Corporate,North Carolina City,North Carolina,South,FUR-2540,Furniture,Tables,Lesro Sheffield,1226.86,7,0.3,421.47
CA-2023-00932,2023-12-09,2023-12-12,Standard Class,CG-10610,Customer 168,Consumer,Arizona City,Arizona,West,FUR-7303,Technology,Phones,Samsung Convoy,1772.94,6,0.0,591.49
CA-2022-00933,2022-09-20,2022-09-21,Second Class,CG-88606,Customer 192,Consumer,Texas City,Texas,Central,FUR-3898,Furniture,Furnishings,Deflect-o Glazed,1647.32,9,0.3,-92.85
CA-2023-00934,2023-06-22,2023-06-28,First Class,CG-48198,Customer 56,Consumer,New Jersey City,New Jersey,East,FUR-6718,Office Supplies,Binders,Cardinal Slant-D,85.15,1,0.0,22.42
CA-2022-00935,2022-01-05,2022-01-10,Standard Class,CG-97648,Customer 284,Corporate,New York City,New York,East,FUR-2072,Furniture,Tables,Barricks Manufacturing,2560.1,6,0.4,647.27
CA-2022-00936,2022-11-24,2022-11-26,Standard Class,CG-78136,Customer 47,Consumer,Illinois City,Illinois,Central,FUR-6251,Office Supplies,Paper,Hammermill CopyPlus,20.93,1,0.5,5.54
CA-2023-00937,2023-12-16,2023-12-21,Same Day,CG-62984,Customer 223,Home Office,Alabama City,Alabama,South,FUR-7177,Furniture,Bookcases,O Sullivan 5-Shelf,1093.34,3,0.1,34.8
CA-2021-00938,2021-06-18,2021-06-22,First Class,CG-99660,Customer 358,Consumer,Nevada City,Nevada,West,FUR-1903,Office Supplies,Labels,Fellowes Binding,220.8,10,0.5,76.51
CA-2023-00939,2023-12-17,2023-12-24,Standard Class,CG-16187,Customer 495,Consumer,Washington City,Washington,West,FUR-5963,Office Supplies,Labels,Mead Academie,389.97,10,0.3,90.73
CA-2023-00940,2023-02-28,2023-03-02,Standard Class,CG-38114,Customer 51,Consumer,Indiana City,Indiana,Central,FUR-8491,Technology,Copiers,Lexmark MX611,6515.82,9,0.0,840.12
CA-2022-00941,2022-01-16,2022-01-18,Same Day,CG-37004,Customer 461,Home Office,Texas City,Texas,Central,FUR-2905,Furniture,Furnishings,Deflect-o Glazed,5252.6,10,0.0,-418.34
CA-2022-00942,2022-08-18,2022-08-19,Second Class,CG-88479,Customer 127,Consumer,Virginia City,Virginia,East,FUR-5230,Office Supplies,Envelopes,Wausau Papers,301.75,6,0.4,-24.1
CA-2023-00943,2023-05-16,2023-05-22,Second Class,CG-73991,Customer 130,Home Office,Illinois City,Illinois,Central,FUR-1170,Technology,Machines,Canon PC1060,369.53,1,0.4,25.76
CA-2023-00944,2023-03-21,2023-03-22,First Class,CG-31937,Customer 484,Home Office,Georgia City,Georgia,South,FUR-5202,Technology,Accessories,Plantronics CS510,315.28,2,0.5,-22.09
CA-2023-00945,2023-03-27,2023-03-30,Same Day,CG-36317,Customer 66,Home Office,Ohio City,Ohio,Central,FUR-9490,Office Supplies,Binders,Avery Dennison,483.34,7,0.1,158.34
CA-2021-00946,2021-03-15,2021-03-19,First Class,CG-67423,Customer 379,Consumer,Florida City,Florida,South,FUR-3338,Furniture,Chairs,Staples Luxura,531.78,3,0.0,4.67
CA-2023-00947,2023-06-25,2023-06-30,First Class,CG-33006,Customer 180,Consumer,Arizona City,Arizona,West,FUR-8569,Furniture,Bookcases,Sauder Classic Bookcase,1338.8,10,0.0,71.77
CA-2022-00948,2022-02-15,2022-02-21,Same Day,CG-13317,Customer 447,Corporate,Nevada City,Nevada,West,FUR-8217,Furniture,Bookcases,Bush Westfield,478.39,2,0.1,24.47
CA-2021-00949,2021-05-23,2021-05-30,Standard Class,CG-63729,Customer 266,Home Office,New Jersey City,New Jersey,East,FUR-9753,Office Supplies,Labels,Avery Labels,117.66,3,0.3,-8.76
CA-2021-00950,2021-02-05,2021-02-10,Same Day,CG-84311,Customer 62,Corporate,Virginia City,Virginia,East,FUR-4678,Furniture,Tables,Bretford CR4500,514.76,4,0.0,78.87
CA-2021-00951,2021-03-14,2021-03-19,Second Class,CG-99506,Customer 252,Home Office,California City,California,West,FUR-5096,Office Supplies,Labels,Mead Academie,152.0,7,0.4,15.56
CA-2022-00952,2022-12-08,2022-12-14,Same Day,CG-43713,Customer 452,Consumer,Tennessee City,Tennessee,South,FUR-3626,Office Supplies,Labels,Fellowes Binding,103.32,4,0.0,34.44
CA-2023-00953,2023-01-24,2023-01-30,Second Class,CG-92116,Customer 181,Corporate,Nevada City,Nevada,West,FUR-4409,Furniture,Chairs,Staples Luxura,3585.83,7,0.1,1234.85
CA-2023-00954,2023-04-12,2023-04-16,Second Class,CG-79459,Customer 106,Home Office,Tennessee City,Tennessee,South,FUR-5030,Office Supplies,Storage,Fiskars Box,236.71,8,0.3,47.2
CA-2022-00955,2022-03-21,2022-03-27,First Class,CG-37985,Customer 202,Consumer,New Jersey City,New Jersey,East,FUR-3315,Technology,Machines,Canon PC1060,5737.18,9,0.4,393.96
CA-2023-00956,2023-08-22,2023-08-23,Same Day,CG-33634,Customer 483,Home Office,North Carolina City,North Carolina,South,FUR-8257,Office Supplies,Binders,Avery Dennison,161.32,4,0.0,31.75
CA-2021-00957,2021-02-18,2021-02-24,Second Class,CG-29750,Customer 211,Home Office,Massachusetts City,Massachusetts,East,FUR-6185,Technology,Accessories,Logitech G700s,5815.44,10,0.4,923.38
CA-2023-00958,2023-08-18,2023-08-20,Standard Class,CG-53451,Customer 437,Corporate,Massachusetts City,Massachusetts,East,FUR-2473,Technology,Phones,Samsung Convoy,1973.92,2,0.0,-178.32
CA-2022-00959,2022-10-04,2022-10-07,Same Day,CG-72270,Customer 174,Consumer,Pennsylvania City,Pennsylvania,East,FUR-3870,Office Supplies,Envelopes,Wausau Papers,259.31,6,0.3,42.15
CA-2022-00960,2022-08-17,2022-08-20,Same Day,CG-46861,Customer 354,Consumer,Arizona City,Arizona,West,FUR-5086,Furniture,Tables,Lesro Sheffield,549.23,2,0.4,-15.8
CA-2021-00961,2021-08-21,2021-08-27,First Class,CG-67794,Customer 300,Consumer,Massachusetts City,Massachusetts,East,FUR-3979,Furniture,Tables,Lesro Sheffield,2896.88,8,0.0,710.35
CA-2023-00962,2023-07-06,2023-07-07,Second Class,CG-24545,Customer 479,Corporate,Alabama City,Alabama,South,FUR-4229,Office Supplies,Binders,Ibico Hi-Tech,45.26,2,0.2,9.27
CA-2022-00963,2022-10-19,2022-10-22,First Class,CG-35168,Customer 263,Home Office,Oregon City,Oregon,West,FUR-5591,Office Supplies,Binders,Cardinal Slant-D,463.3,10,0.0,29.81
CA-2023-00964,2023-12-02,2023-12-03,First Class,CG-96074,Customer 235,Consumer,North Carolina City,North Carolina,South,FUR-2314,Furniture,Tables,Barricks Manufacturing,868.35,5,0.4,45.05
CA-2022-00965,2022-11-13,2022-11-18,Standard Class,CG-98067,Customer 139,Home Office,Washington City,Washington,West,FUR-7146,Furniture,Chairs,Realspace Magellan,874.23,7,0.5,62.08
CA-2022-00966,2022-11-19,2022-11-22,Standard Class,CG-68965,Customer 471,Home Office,Tennessee City,Tennessee,South,FUR-2389,Office Supplies,Paper,Hammermill CopyPlus,141.07,5,0.5,3.77
CA-2022-00967,2022-10-15,2022-10-22,Second Class,CG-21453,Customer 443,Consumer,California City,California,West,FUR-2235,Furniture,Tables,Bretford CR4500,1075.11,3,0.0,169.18
CA-2021-00968,2021-01-20,2021-01-26,Standard Class,CG-90290,Customer 63,Home Office,Oregon City,Oregon,West,FUR-1920,Furniture,Tables,Barricks Manufacturing,2908.53,8,0.3,738.07
CA-2021-00969,2021-10-12,2021-10-14,Standard Class,CG-60711,Customer 165,Consumer,Washington City,Washington,West,FUR-9672,Technology,Phones,Cisco TelePresence,6247.02,7,0.1,-33.74
CA-2022-00970,2022-01-30,2022-02-03,Standard Class,CG-20427,Customer 91,Home Office,Massachusetts City,Massachusetts,East,FUR-4239,Technology,Accessories,Logitech G700s,4657.8,5,0.0,461.74
CA-2022-00971,2022-06-24,2022-06-26,First Class,CG-88846,Customer 212,Home Office,New York City,New York,East,FUR-9301,Furniture,Tables,Bretford CR4500,3227.47,6,0.1,-86.85
CA-2022-00972,2022-08-08,2022-08-10,Second Class,CG-18474,Customer 32,Corporate,North Carolina City,North Carolina,South,FUR-2028,Technology,Accessories,Kensington SmartFit,683.87,1,0.2,18.23
CA-2023-00973,2023-10-09,2023-10-12,Standard Class,CG-84606,Customer 135,Corporate,Arizona City,Arizona,West,FUR-6227,Furniture,Furnishings,Deflect-o Glazed,453.6,2,0.3,97.13
CA-2023-00974,2023-07-13,2023-07-16,Second Class,CG-15596,Customer 354,Corporate,North Carolina City,North Carolina,South,FUR-6781,Office Supplies,Envelopes,Columbian Coin,302.08,6,0.1,0.8
CA-2023-00975,2023-04-20,2023-04-24,Standard Class,CG-28275,Customer 404,Corporate,North Carolina City,North Carolina,South,FUR-6189,Office Supplies,Envelopes,Columbian Coin,126.96,8,0.4,11.28
CA-2023-00976,2023-02-21,2023-02-28,Standard Class,CG-61287,Customer 242,Corporate,Massachusetts City,Massachusetts,East,FUR-3455,Furniture,Furnishings,Eldon Expressions,658.2,3,0.0,-1.55
CA-2022-00977,2022-07-09,2022-07-12,Same Day,CG-66735,Customer 223,Corporate,New York City,New York,East,FUR-3618,Office Supplies,Paper,Hammermill CopyPlus,290.22,9,0.1,34.52
CA-2023-00978,2023-09-26,2023-10-02,Same Day,CG-38364,Customer 214,Consumer,Oregon City,Oregon,West,FUR-9036,Furniture,Bookcases,Bush Westfield,4039.12,8,0.0,23.5
CA-2021-00979,2021-01-27,2021-01-30,First Class,CG-58936,Customer 414,Home Office,Virginia City,Virginia,East,FUR-3099,Office Supplies,Fasteners,Staples Jumbo,426.09,7,0.0,58.94
CA-2023-00980,2023-01-27,2023-02-01,First Class,CG-93082,Customer 469,Consumer,Florida City,Florida,South,FUR-8801,Office Supplies,Pens,BIC Roller Glide,85.99,4,0.3,18.03
CA-2022-00981,2022-07-29,2022-08-03,Second Class,CG-42649,Customer 251,Corporate,Indiana City,Indiana,Central,FUR-8696,Technology,Accessories,Plantronics CS510,5300.64,6,0.1,1158.97
CA-2021-00982,2021-02-09,2021-02-12,Same Day,CG-35320,Customer 406,Consumer,Nevada City,Nevada,West,FUR-5525,Technology,Machines,Hewlett Packard LaserJet,4974.77,9,0.2,-347.65
CA-2021-00983,2021-10-21,2021-10-24,First Class,CG-51947,Customer 249,Consumer,Nevada City,Nevada,West,FUR-6147,Furniture,Chairs,Realspace Magellan,1921.56,6,0.5,293.7
CA-2022-00984,2022-02-14,2022-02-21,First Class,CG-42535,Customer 405,Home Office,New Jersey City,New Jersey,East,FUR-7160,Furniture,Bookcases,Bush Westfield,526.21,1,0.1,71.34
CA-2023-00985,2023-05-17,2023-05-23,Same Day,CG-29348,Customer 229,Corporate,Oregon City,Oregon,West,FUR-7259,Furniture,Tables,Lesro Sheffield,85.81,1,0.4,-5.54
CA-2021-00986,2021-11-18,2021-11-23,Second Class,CG-52310,Customer 490,Consumer,North Carolina City,North Carolina,South,FUR-1277,Office Supplies,Storage,Fiskars Box,135.94,4,0.5,3.83
CA-2021-00987,2021-09-11,2021-09-12,Same Day,CG-33330,Customer 168,Corporate,Indiana City,Indiana,Central,FUR-1565,Office Supplies,Paper,Hammermill CopyPlus,236.29,7,0.4,45.1
CA-2022-00988,2022-08-03,2022-08-06,Second Class,CG-40803,Customer 48,Consumer,Arizona City,Arizona,West,FUR-6903,Technology,Accessories,Logitech G700s,2253.9,2,0.0,-71.66
CA-2023-00989,2023-01-02,2023-01-05,Same Day,CG-30314,Customer 281,Corporate,Nevada City,Nevada,West,FUR-2465,Furniture,Furnishings,Tenex B1-RE24,884.74,9,0.4,167.06
CA-2022-00990,2022-03-01,2022-03-05,Standard Class,CG-38704,Customer 389,Corporate,New York City,New York,East,FUR-4811,Furniture,Tables,Bretford CR4500,1135.13,9,0.1,131.01
CA-2021-00991,2021-11-09,2021-11-16,Same Day,CG-82093,Customer 35,Corporate,New Jersey City,New Jersey,East,FUR-1657,Office Supplies,Storage,Iris Stacking,92.06,7,0.2,11.19
CA-2022-00992,2022-02-14,2022-02-19,Second Class,CG-62059,Customer 109,Consumer,Washington City,Washington,West,FUR-3494,Technology,Copiers,Hewlett Packard 300,3787.64,6,0.3,489.05
CA-2021-00993,2021-01-16,2021-01-22,First Class,CG-44123,Customer 202,Home Office,Ohio City,Ohio,Central,FUR-2952,Office Supplies,Labels,Fellowes Binding,186.26,3,0.2,9.41
CA-2022-00994,2022-08-08,2022-08-12,Second Class,CG-36233,Customer 389,Home Office,Nevada City,Nevada,West,FUR-5892,Technology,Copiers,Hewlett Packard 300,562.84,3,0.4,147.51
CA-2022-00995,2022-03-15,2022-03-20,Second Class,CG-33713,Customer 441,Corporate,Ohio City,Ohio,Central,FUR-6471,Furniture,Tables,Barricks Manufacturing,1302.5,5,0.0,51.39
CA-2022-00996,2022-02-27,2022-03-03,Second Class,CG-20180,Customer 316,Corporate,North Carolina City,North Carolina,South,FUR-2757,Office Supplies,Labels,Avery Labels,326.46,8,0.2,84.15
CA-2021-00997,2021-01-01,2021-01-08,First Class,CG-38220,Customer 331,Consumer,Arizona City,Arizona,West,FUR-4125,Furniture,Bookcases,Sauder Classic Bookcase,2015.8,5,0.0,-113.38
CA-2023-00998,2023-05-17,2023-05-23,First Class,CG-69890,Customer 477,Corporate,Texas City,Texas,Central,FUR-4353,Office Supplies,Fasteners,Acco Binder,363.9,5,0.0,13.07
CA-2021-00999,2021-09-04,2021-09-10,Same Day,CG-18294,Customer 375,Consumer,Nevada City,Nevada,West,FUR-3511,Furniture,Chairs,Hon 5400 Series,1310.5,4,0.2,28.22
CA-2022-01000,2022-03-18,2022-03-19,Standard Class,CG-96063,Customer 33,Consumer,Tennessee City,Tennessee,South,FUR-5601,Furniture,Furnishings,Tenex B1-RE24,3062.16,8,0.0,488.54
CA-2022-01001,2022-07-31,2022-08-06,Standard Class,CG-83821,Customer 428,Corporate,Georgia City,Georgia,South,FUR-8132,Furniture,Bookcases,Sauder Classic Bookcase,2224.2,4,0.0,774.3
CA-2023-01002,2023-09-28,2023-10-05,First Class,CG-96324,Customer 462,Corporate,New York City,New York,East,FUR-7082,Office Supplies,Binders,Cardinal Slant-D,147.66,6,0.5,21.42
CA-2021-01003,2021-10-26,2021-10-29,Same Day,CG-98566,Customer 278,Consumer,Michigan City,Michigan,Central,FUR-7681,Technology,Copiers,Canon imageCLASS,7574.46,8,0.2,-254.24
CA-2023-01004,2023-01-08,2023-01-12,First Class,CG-76368,Customer 471,Corporate,Arizona City,Arizona,West,FUR-3376,Furniture,Bookcases,O Sullivan 5-Shelf,3253.84,8,0.0,977.4
CA-2022-01005,2022-12-01,2022-12-06,Standard Class,CG-43386,Customer 479,Consumer,New Jersey City,New Jersey,East,FUR-3698,Furniture,Furnishings,Deflect-o Glazed,4728.15,7,0.0,632.65
CA-2022-01006,2022-04-10,2022-04-16,First Class,CG-63477,Customer 353,Consumer,Michigan City,Michigan,Central,FUR-2743,Office Supplies,Fasteners,Boston Office 1000,460.46,9,0.4,-0.65
CA-2022-01007,2022-04-08,2022-04-14,First Class,CG-41697,Customer 387,Home Office,Georgia City,Georgia,South,FUR-7653,Furniture,Chairs,Hon 5400 Series,1721.76,8,0.0,366.26
CA-2022-01008,2022-09-13,2022-09-20,Standard Class,CG-18784,Customer 130,Home Office,New Jersey City,New Jersey,East,FUR-8415,Furniture,Tables,Bretford CR4500,144.44,1,0.0,-0.98
CA-2021-01009,2021-09-01,2021-09-05,Same Day,CG-93259,Customer 315,Consumer,Michigan City,Michigan,Central,FUR-1686,Technology,Machines,Canon PC1060,3219.55,7,0.2,298.89
CA-2023-01010,2023-10-04,2023-10-05,Standard Class,CG-65404,Customer 353,Corporate,North Carolina City,North Carolina,South,FUR-6751,Furniture,Bookcases,Bush Westfield,3183.5,8,0.4,760.26
CA-2023-01011,2023-10-02,2023-10-03,Standard Class,CG-69596,Customer 195,Corporate,Florida City,Florida,South,FUR-6527,Furniture,Furnishings,Tenex B1-RE24,1478.49,9,0.1,334.03
CA-2022-01012,2022-05-10,2022-05-15,Second Class,CG-87781,Customer 442,Corporate,Florida City,Florida,South,FUR-1462,Office Supplies,Labels,Mead Academie,149.95,8,0.4,-8.59
CA-2023-01013,2023-11-03,2023-11-07,Standard Class,CG-77729,Customer 252,Consumer,Arizona City,Arizona,West,FUR-3849,Office Supplies,Pens,Pilot Precise,441.1,10,0.0,6.15
CA-2023-01014,2023-07-15,2023-07-18,Same Day,CG-42642,Customer 3,Corporate,New York City,New York,East,FUR-7345,Technology,Machines,Canon PC1060,1773.62,2,0.0,-18.44
CA-2021-01015,2021-12-28,2022-01-04,Standard Class,CG-23308,Customer 85,Corporate,Florida City,Florida,South,FUR-3280,Furniture,Tables,Lesro Sheffield,5881.14,10,0.1,1301.04
CA-2021-01016,2021-09-28,2021-10-04,Standard Class,CG-64869,Customer 243,Corporate,Nevada City,Nevada,West,FUR-1549,Office Supplies,Envelopes,Staples #10,81.05,7,0.3,15.05
CA-2022-01017,2022-07-26,2022-07-30,Second Class,CG-25861,Customer 13,Consumer,Florida City,Florida,South,FUR-3654,Furniture,Bookcases,Bush Westfield,2276.86,6,0.1,701.22
CA-2021-01018,2021-06-26,2021-07-01,Standard Class,CG-83356,Customer 21,Corporate,Pennsylvania City,Pennsylvania,East,FUR-4805,Technology,Machines,Sharp AL-1530,3389.4,5,0.0,548.93
CA-2022-01019,2022-02-19,2022-02-21,First Class,CG-86752,Customer 272,Home Office,Illinois City,Illinois,Central,FUR-1145,Technology,Copiers,Hewlett Packard 300,1559.94,6,0.0,-76.84
CA-2022-01020,2022-09-14,2022-09-21,Standard Class,CG-32599,Customer 199,Consumer,Virginia City,Virginia,East,FUR-9870,Office Supplies,Envelopes,Wausau Papers,129.6,4,0.5,14.96
CA-2021-01021,2021-05-26,2021-05-28,Same Day,CG-92001,Customer 186,Consumer,New Jersey City,New Jersey,East,FUR-4692,Furniture,Furnishings,Eldon Expressions,861.93,2,0.1,156.98
CA-2022-01022,2022-06-22,2022-06-26,Second Class,CG-26688,Customer 246,Consumer,Nevada City,Nevada,West,FUR-9348,Office Supplies,Envelopes,Columbian Coin,20.61,1,0.3,1.56
CA-2023-01023,2023-04-13,2023-04-19,Standard Class,CG-29079,Customer 396,Home Office,Pennsylvania City,Pennsylvania,East,FUR-1654,Technology,Machines,Canon PC1060,1265.48,2,0.0,111.1
CA-2023-01024,2023-01-27,2023-01-30,Same Day,CG-77035,Customer 250,Corporate,North Carolina City,North Carolina,South,FUR-7325,Technology,Machines,Canon PC1060,5798.16,9,0.2,1652.01
CA-2021-01025,2021-10-09,2021-10-13,First Class,CG-45553,Customer 448,Home Office,Texas City,Texas,Central,FUR-5734,Office Supplies,Pens,Pilot Precise,551.07,9,0.0,7.28
CA-2023-01026,2023-11-18,2023-11-20,Same Day,CG-46506,Customer 136,Consumer,Ohio City,Ohio,Central,FUR-7944,Technology,Accessories,Logitech G700s,1371.47,5,0.3,182.34
CA-2022-01027,2022-01-21,2022-01-28,Second Class,CG-25363,Customer 371,Consumer,Virginia City,Virginia,East,FUR-5775,Technology,Machines,Sharp AL-1530,6098.49,9,0.1,1580.2
CA-2022-01028,2022-05-21,2022-05-23,Same Day,CG-80439,Customer 175,Home Office,Illinois City,Illinois,Central,FUR-3397,Office Supplies,Pens,Sanford Accent,287.45,7,0.2,91.87
CA-2022-01029,2022-06-06,2022-06-11,First Class,CG-74887,Customer 233,Consumer,Oregon City,Oregon,West,FUR-5539,Office Supplies,Envelopes,Staples #10,96.08,7,0.1,25.5
CA-2023-01030,2023-11-13,2023-11-18,First Class,CG-25655,Customer 72,Corporate,Georgia City,Georgia,South,FUR-3967,Furniture,Furnishings,Eldon Expressions,1988.16,8,0.5,192.31
CA-2021-01031,2021-09-09,2021-09-12,Same Day,CG-36855,Customer 21,Consumer,California City,California,West,FUR-1981,Office Supplies,Binders,Cardinal Slant-D,316.17,9,0.0,100.1
CA-2021-01032,2021-01-21,2021-01-22,First Class,CG-40980,Customer 78,Home Office,Indiana City,Indiana,Central,FUR-1376,Office Supplies,Pens,BIC Roller Glide,103.33,4,0.2,32.81
CA-2022-01033,2022-10-11,2022-10-18,Standard Class,CG-22541,Customer 127,Corporate,Pennsylvania City,Pennsylvania,East,FUR-7658,Furniture,Chairs,Global Leather Chair,771.25,2,0.2,203.84
CA-2022-01034,2022-03-29,2022-03-31,Same Day,CG-68479,Customer 110,Consumer,Alabama City,Alabama,South,FUR-4804,Furniture,Tables,Lesro Sheffield,203.17,2,0.2,19.47
CA-2021-01035,2021-07-25,2021-08-01,First Class,CG-36886,Customer 452,Home Office,Nevada City,Nevada,West,FUR-9053,Office Supplies,Storage,Fellowes Super Stor,330.92,7,0.4,-29.66
